0,0619319011996498
-0,0811448145505393
0,0617573070833664
0,0595305300704399
0,0603268842013674
0,060371499793768
0,0622529139451963
0,0143378236429861
0,000761528329759132
0,0140974753261315
0,0139248478285958
0,0142249022609717
0,0144468401444421
0,0142834569453972
0,0286200068407849
-0,0408447710442719
0,0281777245607816
0,0271330452283124
0,0275779003538786
0,0275267743693426
0,0281999434805418
0,0331602490095661
0,0499568342546792
0,0325294531779902
0,0337700007617109
0,0333064326285268
0,0335065065393497
0,033080557696788
0,0898317346269144
0,257427018329069
0,0901487458958165
0,0944942437017471
0,0922352270609661
0,0922174174175356
0,0902550762373063
0,00942936536575617
0,0572498525535489
0,00945962874689283
0,0105427645517615
0,0104097653315491
0,00951119278589102
0,00977657248527662
0,015975023914851
0,0391792439575227
0,0167515134561717
0,0172236750314764
0,0165252669934496
0,0165699718019253
0,0160266227841458
0,0288002282973492
0,151483520037327
0,0300775785265963
0,0328621279942614
0,031045892249561
0,0297451272445071
0,0301812571220726
0,0653244706986566
-0,0630828838918606
0,0648075565390902
0,0627127646816754
0,0638865146831351
0,0638841742953524
0,0649960018755415
0,00898012535617946
-0,0721993111113526
0,00856642892409457
0,00651317817421185
0,00779319581167375
0,0082908997867522
0,00810027220967878
0,0173394859321955
-0,0773516295949127
0,0165265123847859
0,0148359395663058
0,0159763931307602
0,0158356683833994
0,0166801847786161
0,0250505626542017
0,0570460233507312
0,0254922760858174
0,0258160922971707
0,0255196655728772
0,0251837241129743
0,0249809835742707
0,0234723568986063
-0,0359537125759881
0,0234077410970387
0,0225155895027934
0,0230305848551357
0,0231228382510414
0,0235840975792268
0,0542497163326945
0,139652331219673
0,0547636935366537
0,0564957025677031
0,0554768450462363
0,0558530307609781
0,0541559069344233
0,0483595109734751
-0,113914735476247
0,0488089045054867
0,0467256813309103
0,047696635385774
0,0472063192481774
0,0489853873258954
0,0162144971968242
-0,0669229425571817
0,0160131333489575
0,0145372641584684
0,0147072748319361
0,0147504764734524
0,0154709299587364
0,00094276647000068
0,00217455220705687
0,000856027975255486
0,000586901439640412
0,0010361288830064
0,000907996232903477
0,000621841179023023
0,0427683664954872
0,0819120885681709
0,0427965766821948
0,0444827447790671
0,0431129746520883
0,0429297995264478
0,0430799663235601
0,0430812835028685
0,0655418720734643
0,042829760758762
0,0438621277337
0,0431413907862992
0,0428917742742794
0,0429911750243575
0,044547459390382
0,107892655984541
0,0458975737196945
0,0482753361866949
0,0467018538908886
0,0447292819377976
0,0463586156424216
0,0221925934397263
0,0453157208825497
0,0220251264114271
0,0231348254513797
0,022764578623688
0,0228639570696156
0,0224833795238208
0,00434663703516688
0,0268002346569493
0,00415930238835405
0,00507211745772525
0,00442872832820986
0,0048989579906946
0,004508763011245
0,023905098212928
-0,0758004146853031
0,0242308933196474
0,0222664755362959
0,0233312200491229
0,0234513636321257
0,0245050665619407
0,000825931726737264
0,00120853071120052
0,000917712663970416
0,00153217573887435
0,00135866610322588
0,00125943863465013
0,00128400758370428
0,0200669093039186
-0,116524928007947
0,0193611311945383
0,016820240353165
0,0184619578716971
0,0185933937644832
0,019555528838094
0,025043708966971
-0,195082421186001
0,0239721967581868
0,0200986684729472
0,02259044527215
0,0233519582561872
0,0243658291860893
0,0399716028958886
-0,281948291381016
0,0383763825732642
0,0315764516634922
0,0356370172919747
0,0377513116286108
0,0386824580319121
0,00804009223211349
-0,000815866338754285
0,0082581919398162
0,00878521737835858
0,00850327891211382
0,00865145825894388
0,00831970850197384
-0,12335533020038
-0,122957184172922
1,24196418084882
1,30085171462195
1,2602080373733
-0,113633474771889
-0,113055080163891
-2,31831195013273
2,0982101222064
2,39986339549488
-0,121328436028928
-0,12167179540162
1,23591175605971
1,3020645527579
1,25965047078506
-0,126385396171996
-0,127002505549511
1,21984068515526
1,31495300854948
1,27296039184676
-0,121211435055757
-0,12126669829448
1,22667476504144
1,30478514910674
1,26361814519177
-0,122074788874612
-0,122222603530841
1,23158757690305
1,30231746876641
1,2643658265917
-0,129714794734152
-0,129117985592427
1,24534975522451
1,30855352605481
1,26442079212326
-0,199839871998795
-0,199968955504416
1,33286799686895
1,35917105899579
1,28852281227509
